,Unnamed: 0,Body_Temperature,Heart_Rate,Pulse_Rate,SpO2,ECG,Anomaly_Type,Normal
46781,1781,95.3,91,130,52,509,1,0
46782,1782,95.7,111,69,20,468,1,0
46783,1783,109.9,45,140,96,504,1,0
46784,1784,89.8,112,27,13,122,1,0
46785,1785,57.6,26,33,10,815,1,0
46786,1786,145.3,53,19,0,181,1,0
46787,1787,84.9,135,130,16,170,1,0
46788,1788,145.1,119,149,90,504,1,0
46789,1789,91.9,87,131,70,152,1,0
46790,1790,61.4,118,98,5,218,1,0
46791,1791,94.8,103,130,67,48,1,0
46792,1792,147.3,34,45,74,74,1,0
46793,1793,71.8,106,54,80,692,1,0
46794,1794,66.8,69,140,14,140,1,0
46795,1795,100.2,44,38,41,178,1,0
46796,1796,66.3,5,107,83,176,1,0
46797,1797,134.6,95,40,43,915,1,0
46798,1798,148.2,120,56,84,782,1,0
46799,1799,142.8,116,82,47,9,1,0
46800,1800,70.4,45,14,50,286,1,0
46801,1801,103.6,147,65,89,51,1,0
46802,1802,60.4,65,33,93,558,1,0
46803,1803,89.3,84,64,51,683,1,0
46804,1804,80.7,44,142,32,22,1,0
46805,1805,84.3,8,34,72,45,1,0
46806,1806,60.5,82,76,11,628,1,0
46807,1807,130.3,69,120,46,265,1,0
46808,1808,63.6,20,25,0,322,1,0
46809,1809,118.9,70,149,44,967,1,0
46810,1810,101.5,19,29,70,249,1,0
46811,1811,90.4,48,84,61,738,1,0
46812,1812,135.2,24,24,20,411,1,0
46813,1813,146.3,140,23,51,169,1,0
46814,1814,123.9,3,28,48,781,1,0
46815,1815,57.9,64,92,39,49,1,0
46816,1816,132.4,36,54,72,580,1,0
46817,1817,58.6,144,18,72,552,1,0
46818,1818,128.1,125,74,31,115,1,0
46819,1819,62.9,12,121,43,709,1,0
46820,1820,129.8,110,68,93,438,1,0
46821,1821,116.1,56,55,9,721,1,0
46822,1822,107.5,85,21,16,330,1,0
46823,1823,98.1,15,5,95,796,1,0
46824,1824,130.2,9,19,84,591,1,0
46825,1825,88.8,69,43,18,364,1,0
46826,1826,104.1,77,118,30,153,1,0
46827,1827,114.6,93,94,66,861,1,0
46828,1828,105.8,41,124,51,834,1,0
46829,1829,115.9,17,33,56,774,1,0
46830,1830,136.2,121,118,80,841,1,0
46831,1831,55.5,77,142,78,701,1,0
46832,1832,77.2,99,26,98,53,1,0
46833,1833,75.0,74,19,29,233,1,0
46834,1834,123.7,34,118,71,461,1,0
46835,1835,135.3,135,32,12,60,1,0
46836,1836,72.1,26,126,52,517,1,0
46837,1837,84.6,28,97,1,256,1,0
46838,1838,112.1,117,65,53,350,1,0
46839,1839,54.2,65,102,25,522,1,0
46840,1840,92.6,64,117,3,582,1,0
46841,1841,149.8,68,130,11,826,1,0
46842,1842,107.4,54,137,36,187,1,0
46843,1843,97.7,61,55,58,248,1,0
46844,1844,88.3,44,25,60,299,1,0
46845,1845,63.6,81,17,10,663,1,0
46846,1846,55.6,85,120,34,345,1,0
46847,1847,67.4,77,63,60,774,1,0
46848,1848,60.9,9,103,20,791,1,0
46849,1849,143.0,138,91,6,749,1,0
46850,1850,117.1,61,4,45,927,1,0
46851,1851,106.8,125,5,52,926,1,0
46852,1852,83.2,88,74,98,496,1,0
46853,1853,91.1,41,35,71,86,1,0
46854,1854,69.8,80,70,0,183,1,0
46855,1855,60.4,40,78,81,370,1,0
46856,1856,123.0,28,14,97,650,1,0
46857,1857,143.9,146,15,55,227,1,0
46858,1858,51.4,104,110,47,98,1,0
46859,1859,92.4,100,142,53,406,1,0
46860,1860,97.18,74,74,96,542,0,0
46861,1861,97.0,75,76,96,560,0,0
46862,1862,97.04,73,72,95,561,0,0
46863,1863,97.2,71,72,96,576,0,0
46864,1864,97.26,72,72,95,562,0,0
46865,1865,97.36,73,73,96,628,0,0
46866,1866,97.59,72,71,96,570,0,0
46867,1867,97.55,73,73,96,578,0,0
46868,1868,97.32,74,73,95,598,0,0
46869,1869,97.29,75,74,95,602,0,0
46870,1870,97.48,77,76,95,700,0,0
46871,1871,97.49,78,77,95,526,0,0
46872,1872,97.58,77,77,95,545,0,0
46873,1873,97.77,77,78,95,578,0,0
46874,1874,97.73,76,76,95,548,0,0
46875,1875,97.85,77,78,95,522,0,0
46876,1876,97.96,76,75,96,552,0,0
46877,1877,97.87,77,76,96,541,0,0
46878,1878,98.0,75,76,95,570,0,0
46879,1879,98.11,75,74,96,590,0,0
46880,1880,98.35,75,74,95,549,0,0
46881,1881,98.17,77,76,95,593,0,0
46882,1882,98.14,78,77,95,598,0,0
46883,1883,98.26,79,78,95,570,0,0
46884,1884,98.44,80,81,95,555,0,0
46885,1885,98.38,79,78,95,582,0,0
46886,1886,98.35,80,80,95,555,0,0
46887,1887,98.28,78,78,95,594,0,0
46888,1888,98.06,78,77,95,582,0,0
46889,1889,98.07,78,79,95,612,0,0
46890,1890,98.28,80,81,95,610,0,0
46891,1891,98.39,80,80,95,572,0,0
46892,1892,98.49,79,79,95,567,0,0
46893,1893,98.59,80,81,95,550,0,0
46894,1894,98.59,80,80,95,573,0,0
46895,1895,98.56,78,79,96,562,0,0
46896,1896,98.33,76,75,95,539,0,0
46897,1897,98.2,75,76,95,577,0,0
46898,1898,98.27,73,74,95,523,0,0
46899,1899,98.31,75,74,95,559,0,0
46900,1900,98.31,77,77,95,534,0,0
46901,1901,98.39,77,77,95,559,0,0
46902,1902,98.26,79,80,95,544,0,0
46903,1903,98.26,78,78,96,542,0,0
46904,1904,98.13,77,78,95,560,0,0
46905,1905,98.12,75,74,95,548,0,0
46906,1906,98.11,75,76,96,581,0,0
46907,1907,98.26,74,74,96,531,0,0
46908,1908,98.07,74,74,96,573,0,0
46909,1909,97.82,75,74,97,569,0,0
46910,1910,97.59,73,72,97,508,0,0
46911,1911,97.77,75,76,98,533,0,0
46912,1912,97.53,75,75,99,563,0,0
46913,1913,97.49,75,76,100,700,0,0
46914,1914,97.52,75,76,99,521,0,0
46915,1915,97.54,75,74,99,493,0,0
46916,1916,97.39,75,75,99,517,0,0
46917,1917,97.23,74,75,99,532,0,0
46918,1918,97.11,76,77,99,526,0,0
46919,1919,97.12,77,77,99,542,0,0
46920,1920,97.18,79,79,99,557,0,0
46921,1921,97.15,77,76,99,560,0,0
46922,1922,97.0,76,75,99,547,0,0
46923,1923,97.0,77,77,99,550,0,0
46924,1924,97.0,79,80,99,535,0,0
46925,1925,97.0,78,79,100,532,0,0
46926,1926,97.0,78,79,99,575,0,0
46927,1927,97.0,80,80,99,555,0,0
46928,1928,97.13,79,79,99,562,0,0
46929,1929,97.0,80,79,98,519,0,0
46930,1930,97.15,80,79,98,482,0,0
46931,1931,97.32,79,79,98,617,0,0
46932,1932,97.35,80,79,99,512,0,0
46933,1933,97.1,78,79,99,543,0,0
46934,1934,97.0,79,80,99,518,0,0
46935,1935,97.0,80,81,99,550,0,0
46936,1936,97.0,80,81,100,505,0,0
46937,1937,97.0,79,80,99,491,0,0
46938,1938,97.0,80,80,99,540,0,0
46939,1939,97.0,80,80,100,553,0,0
46940,1940,97.08,80,79,99,508,0,0
46941,1941,97.0,80,79,99,465,0,0
46942,1942,97.13,78,79,99,504,0,0
46943,1943,97.0,78,78,98,517,0,0
46944,1944,97.0,77,77,99,500,0,0
46945,1945,97.0,75,75,100,536,0,0
46946,1946,97.19,77,77,99,501,0,0
46947,1947,97.3,78,78,98,493,0,0
46948,1948,97.49,79,80,98,480,0,0
46949,1949,97.28,80,79,99,700,0,0
46950,1950,97.43,79,80,99,453,0,0
46951,1951,97.46,77,77,98,522,0,0
46952,1952,97.59,77,76,98,528,0,0
46953,1953,97.43,78,77,97,546,0,0
46954,1954,97.24,78,78,97,522,0,0
46955,1955,97.42,78,78,97,517,0,0
46956,1956,97.58,78,77,96,519,0,0
46957,1957,97.4,80,79,97,563,0,0
46958,1958,97.4,80,79,97,532,0,0
46959,1959,97.49,78,78,98,557,0,0
46960,1960,97.61,78,77,98,550,0,0
46961,1961,97.44,79,80,98,598,0,0
46962,1962,97.58,80,80,98,534,0,0
46963,1963,97.44,78,79,98,562,0,0
46964,1964,97.64,79,80,99,600,0,0
46965,1965,97.74,79,80,98,567,0,0
46966,1966,97.61,78,78,98,587,0,0
46967,1967,97.74,77,77,97,579,0,0
46968,1968,97.86,76,75,97,552,0,0
46969,1969,98.07,76,75,98,601,0,0
46970,1970,97.87,77,76,98,589,0,0
46971,1971,97.7,78,79,99,575,0,0
46972,1972,97.47,78,77,98,575,0,0
46973,1973,97.55,80,80,98,617,0,0
46974,1974,97.8,78,77,98,568,0,0
46975,1975,97.74,79,80,98,550,0,0
46976,1976,97.66,79,79,99,561,0,0
46977,1977,97.72,79,80,100,616,0,0
46978,1978,97.7,79,80,100,617,0,0
46979,1979,97.79,78,78,100,572,0,0
46980,1980,97.79,77,78,100,600,0,0
46981,1981,97.71,78,79,99,572,0,0
46982,1982,97.83,79,80,99,557,0,0
46983,1983,97.82,80,79,99,593,0,0
46984,1984,97.99,80,79,98,584,0,0
46985,1985,98.2,80,79,99,615,0,0
46986,1986,98.12,78,79,99,546,0,0
46987,1987,97.91,77,78,99,586,0,0
46988,1988,97.82,79,78,98,537,0,0
46989,1989,97.94,77,78,98,608,0,0
46990,1990,97.72,77,78,98,521,0,0
46991,1991,97.75,77,77,99,583,0,0
46992,1992,97.75,77,76,98,700,0,0
46993,1993,97.71,77,77,98,512,0,0
46994,1994,97.96,78,79,97,539,0,0
46995,1995,97.96,78,79,96,553,0,0
46996,1996,98.17,78,78,97,538,0,0
46997,1997,98.15,79,78,98,535,0,0
46998,1998,97.97,78,77,97,526,0,0
46999,1999,97.74,80,81,97,523,0,0
47000,2000,97.89,80,80,96,555,0,0
47001,2001,97.94,79,80,96,541,0,0
47002,2002,98.06,78,78,95,578,0,0
47003,2003,97.92,80,81,96,582,0,0
47004,2004,98.0,80,79,95,575,0,0
47005,2005,97.79,78,79,96,551,0,0
47006,2006,97.61,78,77,97,498,0,0
47007,2007,97.52,78,78,98,569,0,0
47008,2008,97.33,79,79,98,544,0,0
47009,2009,97.42,79,78,98,537,0,0
47010,2010,97.48,78,78,98,548,0,0
47011,2011,97.26,78,78,98,501,0,0
47012,2012,97.35,79,79,98,598,0,0
47013,2013,97.35,80,81,98,578,0,0
47014,2014,97.35,80,79,98,531,0,0
47015,2015,97.36,80,80,99,521,0,0
47016,2016,97.45,79,78,99,540,0,0
47017,2017,97.27,77,77,100,516,0,0
47018,2018,97.13,79,79,99,563,0,0
47019,2019,97.0,78,78,100,562,0,0
47020,2020,97.0,77,77,99,533,0,0
47021,2021,97.22,79,78,99,565,0,0
47022,2022,97.05,80,81,99,562,0,0
47023,2023,97.2,79,79,100,550,0,0
47024,2024,97.01,80,79,99,556,0,0
47025,2025,97.0,80,80,98,533,0,0
47026,2026,97.09,78,77,97,532,0,0
47027,2027,97.04,78,77,97,532,0,0
47028,2028,97.0,78,77,96,563,0,0
47029,2029,97.0,76,77,96,519,0,0
47030,2030,97.17,77,78,96,688,0,0
47031,2031,97.0,75,75,95,504,0,0
47032,2032,97.0,75,74,95,527,0,0
47033,2033,97.0,75,76,95,531,0,0
47034,2034,97.0,74,73,95,511,0,0
47035,2035,97.0,74,75,95,554,0,0
47036,2036,97.0,75,76,95,545,0,0
47037,2037,97.13,74,75,95,569,0,0
47038,2038,97.37,75,76,95,522,0,0
47039,2039,97.45,75,74,95,518,0,0
47040,2040,105.1,74,143,15,968,1,0
47041,2041,63.5,1,146,99,865,1,0
47042,2042,80.0,4,63,16,279,1,0
47043,2043,120.4,36,33,53,529,1,0
47044,2044,55.2,87,55,57,804,1,0
47045,2045,72.5,14,61,17,384,1,0
47046,2046,148.8,55,141,38,12,1,0
47047,2047,65.4,111,98,54,840,1,0
47048,2048,92.2,58,12,34,30,1,0
47049,2049,122.9,121,77,58,313,1,0
47050,2050,143.5,91,124,0,120,1,0
47051,2051,129.2,62,8,5,176,1,0
47052,2052,85.6,29,67,2,184,1,0
47053,2053,87.5,31,75,73,521,1,0
47054,2054,97.0,64,10,58,338,1,0
47055,2055,56.8,72,33,73,437,1,0
47056,2056,80.6,8,80,11,849,1,0
47057,2057,140.1,100,68,28,341,1,0
47058,2058,139.1,69,43,88,266,1,0
47059,2059,57.3,38,6,7,649,1,0
47060,2060,78.2,79,131,86,756,1,0
47061,2061,102.2,37,143,27,841,1,0
47062,2062,107.0,147,104,54,822,1,0
47063,2063,51.7,24,62,26,20,1,0
47064,2064,134.0,68,65,66,964,1,0
47065,2065,72.3,51,110,86,488,1,0
47066,2066,79.8,70,104,31,844,1,0
47067,2067,52.2,121,32,50,268,1,0
47068,2068,68.4,108,84,71,92,1,0
47069,2069,69.0,52,136,77,275,1,0
47070,2070,136.8,123,42,44,592,1,0
47071,2071,112.4,113,113,39,568,1,0
47072,2072,83.3,75,74,49,917,1,0
47073,2073,94.1,45,2,17,825,1,0
47074,2074,121.5,37,141,72,416,1,0
47075,2075,137.7,66,71,52,199,1,0
47076,2076,108.4,51,72,86,528,1,0
47077,2077,113.4,55,84,6,864,1,0
47078,2078,109.4,21,75,8,61,1,0
47079,2079,131.7,12,136,55,194,1,0
47080,2080,127.5,134,89,1,758,1,0
47081,2081,130.4,73,3,80,327,1,0
47082,2082,145.3,41,108,0,715,1,0
47083,2083,100.4,89,120,53,77,1,0
47084,2084,96.6,142,21,26,2,1,0
47085,2085,54.6,4,60,40,907,1,0
47086,2086,109.5,38,6,65,513,1,0
47087,2087,55.8,60,68,34,861,1,0
47088,2088,127.3,144,8,42,735,1,0
47089,2089,79.7,25,31,71,731,1,0
47090,2090,103.6,53,148,51,852,1,0
47091,2091,133.7,60,81,31,865,1,0
47092,2092,54.1,108,104,55,922,1,0
47093,2093,120.0,16,40,81,128,1,0
47094,2094,65.3,36,90,74,196,1,0
47095,2095,62.6,19,128,61,351,1,0
47096,2096,126.3,126,6,64,126,1,0
47097,2097,117.0,91,115,9,416,1,0
47098,2098,83.8,40,47,98,585,1,0
47099,2099,79.8,109,144,65,200,1,0
47100,2100,127.8,58,48,35,40,1,0
47101,2101,127.5,20,46,81,970,1,0
47102,2102,56.7,44,104,25,155,1,0
47103,2103,136.3,68,29,95,212,1,0
47104,2104,54.4,47,140,71,264,1,0
47105,2105,146.6,110,84,45,462,1,0
47106,2106,109.0,65,83,56,207,1,0
47107,2107,133.4,62,76,76,710,1,0
47108,2108,105.9,114,109,7,242,1,0
47109,2109,57.2,113,57,50,410,1,0
47110,2110,55.0,78,89,47,837,1,0
47111,2111,71.4,120,136,70,361,1,0
47112,2112,116.0,86,128,74,29,1,0
47113,2113,108.7,0,17,12,205,1,0
47114,2114,66.0,20,88,78,202,1,0
47115,2115,148.2,92,0,69,724,1,0
47116,2116,147.6,129,148,84,369,1,0
47117,2117,76.7,4,28,98,175,1,0
47118,2118,66.6,70,65,73,966,1,0
47119,2119,53.8,102,1,47,671,1,0
47120,2120,61.7,3,68,76,116,1,0
47121,2121,75.6,1,97,41,137,1,0
47122,2122,147.1,36,18,65,556,1,0
47123,2123,133.4,54,140,32,739,1,0
47124,2124,75.5,109,120,16,928,1,0
47125,2125,60.7,32,8,76,987,1,0
47126,2126,79.3,112,27,35,258,1,0
47127,2127,117.5,38,132,32,884,1,0
47128,2128,144.9,129,48,7,138,1,0
47129,2129,107.5,137,90,61,656,1,0
47130,2130,68.8,76,125,97,660,1,0
47131,2131,129.7,94,119,30,701,1,0
47132,2132,57.6,32,97,86,791,1,0
47133,2133,69.4,114,12,12,223,1,0
47134,2134,128.8,85,64,17,88,1,0
47135,2135,87.8,43,119,98,299,1,0
47136,2136,138.9,34,0,90,994,1,0
47137,2137,111.4,27,17,39,218,1,0
47138,2138,71.4,121,60,56,880,1,0
47139,2139,86.6,106,131,85,323,1,0
47140,2140,105.1,93,91,69,417,1,0
47141,2141,93.8,4,66,67,241,1,0
47142,2142,88.2,93,67,92,195,1,0
47143,2143,68.2,74,0,57,901,1,0
47144,2144,105.7,46,133,91,42,1,0
47145,2145,76.1,75,59,46,529,1,0
47146,2146,109.5,4,32,22,272,1,0
47147,2147,139.5,10,89,34,860,1,0
47148,2148,120.0,91,89,78,974,1,0
47149,2149,144.1,131,123,54,609,1,0
47150,2150,75.3,51,91,38,322,1,0
47151,2151,84.6,144,73,66,985,1,0
47152,2152,59.6,63,145,26,773,1,0
47153,2153,59.8,100,45,73,722,1,0
47154,2154,101.8,144,77,44,17,1,0
47155,2155,148.4,127,60,33,539,1,0
47156,2156,81.3,44,48,83,774,1,0
47157,2157,101.8,36,91,23,176,1,0
47158,2158,91.8,56,25,37,667,1,0
47159,2159,132.9,57,79,36,448,1,0
47160,2160,97.86,72,72,95,546,0,0
47161,2161,97.91,72,73,95,556,0,0
47162,2162,98.07,71,72,95,529,0,0
47163,2163,98.24,71,70,95,589,0,0
47164,2164,98.28,70,71,95,572,0,0
47165,2165,98.11,70,69,95,570,0,0
47166,2166,98.3,71,71,96,539,0,0
47167,2167,98.12,70,70,95,557,0,0
47168,2168,97.91,68,67,96,603,0,0
47169,2169,98.15,67,66,96,594,0,0
47170,2170,98.37,68,67,95,700,0,0
47171,2171,98.38,70,71,95,515,0,0
47172,2172,98.38,69,69,95,563,0,0
47173,2173,98.18,71,71,95,583,0,0
47174,2174,98.05,73,73,96,590,0,0
47175,2175,98.05,73,73,95,543,0,0
47176,2176,97.85,72,73,96,607,0,0
47177,2177,97.98,73,72,97,568,0,0
47178,2178,97.98,73,74,97,620,0,0
47179,2179,98.01,74,74,96,572,0,0
47180,2180,97.92,75,75,96,554,0,0
47181,2181,98.0,75,74,96,565,0,0
47182,2182,98.05,76,75,96,595,0,0
47183,2183,98.25,77,76,97,597,0,0
47184,2184,98.43,76,77,96,599,0,0
47185,2185,98.66,77,77,96,582,0,0
47186,2186,98.48,76,75,97,585,0,0
47187,2187,98.48,77,76,96,584,0,0
47188,2188,98.49,77,77,95,576,0,0
47189,2189,98.69,76,77,95,569,0,0
47190,2190,98.59,76,75,95,552,0,0
47191,2191,98.82,75,75,95,559,0,0
47192,2192,98.61,74,75,95,554,0,0
47193,2193,98.62,73,72,96,578,0,0
47194,2194,98.44,74,73,95,567,0,0
47195,2195,98.45,74,75,96,577,0,0
47196,2196,98.59,73,74,95,569,0,0
47197,2197,98.48,72,71,96,545,0,0
47198,2198,98.3,71,72,96,536,0,0
47199,2199,98.09,69,68,96,525,0,0
47200,2200,97.89,68,69,95,574,0,0
47201,2201,98.09,70,69,96,561,0,0
47202,2202,98.04,71,71,96,522,0,0
47203,2203,98.26,71,70,97,536,0,0
47204,2204,98.17,71,72,96,545,0,0
47205,2205,98.03,72,71,96,536,0,0
47206,2206,98.21,73,72,96,553,0,0
47207,2207,98.04,74,73,95,575,0,0
47208,2208,98.19,74,73,95,585,0,0
47209,2209,98.16,75,76,95,551,0,0
47210,2210,98.27,77,76,95,587,0,0
47211,2211,98.34,77,76,96,700,0,0
47212,2212,98.35,75,75,96,442,0,0
47213,2213,98.56,74,73,97,531,0,0
47214,2214,98.55,76,77,96,524,0,0
47215,2215,98.67,75,75,96,525,0,0
47216,2216,98.8,74,73,96,545,0,0
47217,2217,98.61,73,74,95,531,0,0
47218,2218,98.77,75,74,95,568,0,0
47219,2219,98.9,77,78,95,504,0,0
47220,2220,99.0,75,74,95,561,0,0
47221,2221,99.0,76,77,95,566,0,0
47222,2222,98.79,77,77,96,538,0,0
47223,2223,98.83,76,76,96,538,0,0
47224,2224,98.79,77,77,95,508,0,0
47225,2225,98.95,76,77,96,507,0,0
47226,2226,99.0,75,76,95,550,0,0
47227,2227,98.99,73,74,95,583,0,0
47228,2228,99.0,74,73,96,520,0,0
47229,2229,98.78,74,75,95,519,0,0
47230,2230,98.54,73,72,96,580,0,0
47231,2231,98.57,75,75,95,530,0,0
47232,2232,98.82,73,72,95,476,0,0
47233,2233,98.58,74,74,95,566,0,0
47234,2234,98.79,73,74,95,524,0,0
47235,2235,98.75,73,72,95,528,0,0
47236,2236,98.6,72,72,96,499,0,0
47237,2237,98.38,71,71,96,528,0,0
47238,2238,98.51,72,72,96,516,0,0
47239,2239,98.66,73,74,96,527,0,0
47240,2240,98.6,73,74,95,534,0,0
47241,2241,98.77,72,73,95,514,0,0
47242,2242,98.61,72,72,95,505,0,0
47243,2243,98.86,72,72,95,513,0,0
47244,2244,98.97,71,71,95,464,0,0
47245,2245,98.75,70,69,95,496,0,0
47246,2246,98.52,72,72,95,503,0,0
47247,2247,98.73,73,73,95,544,0,0
47248,2248,98.77,72,71,96,503,0,0
47249,2249,98.71,73,74,96,517,0,0
47250,2250,98.95,73,72,95,533,0,0
47251,2251,99.0,73,72,95,492,0,0
47252,2252,98.82,72,71,95,508,0,0
47253,2253,98.66,73,72,96,531,0,0
47254,2254,98.88,72,71,95,700,0,0
47255,2255,98.96,72,72,96,440,0,0
47256,2256,98.73,71,72,96,491,0,0
47257,2257,98.54,72,72,96,531,0,0
47258,2258,98.3,71,70,95,531,0,0
47259,2259,98.46,73,74,96,519,0,0
47260,2260,98.35,74,74,97,512,0,0
47261,2261,98.27,75,76,96,537,0,0
47262,2262,98.18,76,75,96,540,0,0
47263,2263,98.06,76,77,95,561,0,0
47264,2264,98.06,75,76,96,552,0,0
47265,2265,98.2,73,74,97,593,0,0
47266,2266,98.43,73,73,98,556,0,0
47267,2267,98.23,73,74,98,563,0,0
47268,2268,98.3,72,71,99,578,0,0
47269,2269,98.29,71,71,98,602,0,0
47270,2270,98.36,70,69,99,584,0,0
47271,2271,98.38,69,70,99,577,0,0
47272,2272,98.15,71,72,98,592,0,0
47273,2273,97.95,70,71,98,606,0,0
47274,2274,97.76,68,67,98,583,0,0
47275,2275,97.85,69,69,98,598,0,0
47276,2276,98.08,70,70,98,565,0,0
47277,2277,98.05,70,71,99,563,0,0
47278,2278,98.25,69,69,98,567,0,0
47279,2279,98.25,70,71,99,582,0,0
47280,2280,98.47,71,70,99,560,0,0
47281,2281,98.64,70,71,100,559,0,0
47282,2282,98.57,71,71,100,550,0,0
47283,2283,98.8,69,69,100,555,0,0
47284,2284,98.7,68,67,99,601,0,0
47285,2285,98.74,68,69,99,615,0,0
47286,2286,98.79,68,68,98,529,0,0
47287,2287,98.96,68,69,98,630,0,0
47288,2288,99.0,66,67,98,605,0,0
47289,2289,99.0,67,68,98,559,0,0
47290,2290,99.0,66,66,99,578,0,0
47291,2291,99.0,65,66,98,554,0,0
47292,2292,99.0,64,64,98,603,0,0
47293,2293,99.0,62,63,98,572,0,0
47294,2294,98.8,61,61,99,531,0,0
47295,2295,98.88,62,63,100,548,0,0
47296,2296,98.92,62,61,99,535,0,0
47297,2297,98.76,61,62,100,700,0,0
47298,2298,98.59,63,62,100,439,0,0
47299,2299,98.81,62,62,99,502,0,0
47300,2300,98.69,61,62,100,556,0,0
47301,2301,98.48,61,60,100,501,0,0
47302,2302,98.52,63,62,100,531,0,0
47303,2303,98.66,61,60,100,542,0,0
47304,2304,98.84,61,60,100,573,0,0
47305,2305,98.6,60,60,99,585,0,0
47306,2306,98.58,60,61,99,550,0,0
47307,2307,98.68,60,60,100,557,0,0
47308,2308,98.87,60,59,99,550,0,0
47309,2309,99.0,60,60,98,525,0,0
47310,2310,99.0,60,61,97,548,0,0
47311,2311,99.0,60,61,98,539,0,0
47312,2312,98.95,60,60,98,539,0,0
47313,2313,98.79,62,61,97,558,0,0
47314,2314,98.74,61,60,96,558,0,0
47315,2315,98.86,60,60,97,528,0,0
47316,2316,99.0,60,61,98,555,0,0
47317,2317,99.0,61,60,99,518,0,0
47318,2318,99.0,60,61,98,534,0,0
47319,2319,99.0,61,61,97,572,0,0
47320,2320,99.0,63,63,97,558,0,0
47321,2321,99.0,63,62,97,531,0,0
47322,2322,99.0,65,65,97,537,0,0
47323,2323,99.0,65,64,96,569,0,0
47324,2324,99.0,64,63,96,515,0,0
47325,2325,99.0,64,65,95,541,0,0
47326,2326,98.84,65,66,95,552,0,0
47327,2327,98.79,64,63,95,505,0,0
47328,2328,98.98,63,63,96,541,0,0
47329,2329,99.0,63,62,96,561,0,0
47330,2330,99.0,64,63,97,525,0,0
47331,2331,99.0,65,65,96,505,0,0
47332,2332,98.81,65,66,96,518,0,0
47333,2333,98.6,64,63,97,494,0,0
47334,2334,98.82,66,65,96,471,0,0
47335,2335,98.78,67,66,97,551,0,0
47336,2336,98.72,67,66,96,544,0,0
47337,2337,98.66,68,67,95,484,0,0
47338,2338,98.6,69,68,96,539,0,0
47339,2339,98.81,67,66,96,513,0,0
47340,2340,114.6,148,142,80,201,1,0
47341,2341,79.5,135,82,19,559,1,0
47342,2342,101.6,18,19,63,731,1,0
47343,2343,58.9,53,94,71,558,1,0
47344,2344,107.5,20,41,99,667,1,0
47345,2345,142.2,47,138,51,945,1,0
47346,2346,112.0,137,77,14,431,1,0
47347,2347,103.7,100,11,19,817,1,0
47348,2348,112.4,78,84,59,850,1,0
47349,2349,101.7,29,101,42,953,1,0
47350,2350,126.4,131,48,82,943,1,0
47351,2351,73.1,87,49,94,644,1,0
47352,2352,138.3,35,105,85,742,1,0
47353,2353,110.4,142,124,51,349,1,0
47354,2354,145.6,121,133,52,360,1,0
47355,2355,77.9,57,53,43,302,1,0
47356,2356,125.4,148,60,9,762,1,0
47357,2357,123.6,32,18,43,905,1,0
47358,2358,143.8,144,26,57,741,1,0
47359,2359,83.9,67,112,81,560,1,0
47360,2360,60.9,95,39,26,304,1,0
47361,2361,81.2,79,99,85,84,1,0
47362,2362,111.4,61,127,57,837,1,0
47363,2363,139.9,67,1,51,295,1,0
47364,2364,125.6,137,118,38,794,1,0
47365,2365,64.9,34,134,35,692,1,0
47366,2366,101.1,31,49,90,564,1,0
47367,2367,101.2,4,55,44,979,1,0
47368,2368,70.7,142,84,30,223,1,0
47369,2369,139.0,6,148,28,614,1,0
47370,2370,54.1,41,100,42,371,1,0
47371,2371,141.7,35,60,86,126,1,0
47372,2372,116.1,148,145,58,909,1,0
47373,2373,71.8,120,83,3,23,1,0
47374,2374,147.9,130,46,18,500,1,0
47375,2375,104.3,99,97,92,549,1,0
47376,2376,141.4,27,89,67,389,1,0
47377,2377,77.6,87,74,19,555,1,0
47378,2378,82.3,47,40,34,564,1,0
47379,2379,59.2,28,32,33,12,1,0
47380,2380,135.2,71,110,63,800,1,0
47381,2381,96.5,75,110,28,130,1,0
47382,2382,136.6,136,16,54,234,1,0
47383,2383,140.4,110,76,1,653,1,0
47384,2384,113.1,91,107,35,397,1,0
47385,2385,67.1,118,5,31,692,1,0
47386,2386,110.1,86,52,17,387,1,0
47387,2387,73.1,56,62,51,35,1,0
47388,2388,88.1,130,123,21,431,1,0
47389,2389,111.6,71,137,92,473,1,0
47390,2390,144.7,100,123,81,363,1,0
47391,2391,65.7,17,77,30,852,1,0
47392,2392,93.0,77,48,57,129,1,0
47393,2393,54.9,134,134,29,219,1,0
47394,2394,147.5,3,59,80,381,1,0
47395,2395,143.4,50,82,95,796,1,0
47396,2396,53.7,96,142,51,764,1,0
47397,2397,95.7,6,146,60,912,1,0
47398,2398,96.3,22,6,3,38,1,0
47399,2399,136.6,145,45,41,591,1,0
47400,2400,88.1,44,89,76,870,1,0
47401,2401,113.6,94,40,42,29,1,0
47402,2402,113.5,129,35,6,226,1,0
47403,2403,114.5,25,98,97,318,1,0
47404,2404,133.7,56,13,71,581,1,0
47405,2405,135.5,31,92,77,600,1,0
47406,2406,120.0,80,86,85,579,1,0
47407,2407,59.3,45,63,13,37,1,0
47408,2408,81.1,14,49,57,753,1,0
47409,2409,104.8,36,62,90,597,1,0
47410,2410,137.1,118,135,38,818,1,0
47411,2411,85.5,94,147,81,947,1,0
47412,2412,140.0,148,141,64,271,1,0
47413,2413,107.2,133,141,57,456,1,0
